Hour_number,Date,HE,Datetime,Normalized_Space_Heat_Demand,Normalized_Water_Heat_Demand,Normalized_Elec_Demand,Normalized_Elec_Demand_0ShareElecTransp,Normalized_Elec_Demand_10ShareElecTransp,Normalized_Elec_Demand_20ShareElecTransp,Normalized_Elec_Demand_30ShareElecTransp,Normalized_Elec_Demand_40ShareElecTransp,Normalized_Elec_Demand_50ShareElecTransp,Normalized_Elec_Demand_60ShareElecTransp,Normalized_Elec_Demand_70ShareElecTransp,Normalized_Elec_Demand_80ShareElecTransp,Normalized_Elec_Demand_90ShareElecTransp,Normalized_Elec_Demand_100ShareElecTransp
4831,2016-07-21,8,2016-07-21 07:00:00,1.8293865122263848e-05,0.00018374076171318436,0.0001292549499433848,0.0001292549499433848,0.00012538600029617428,0.0001219279464146525,0.00011881863113484041,0.00011600783235724017,0.00011345452963168516,0.00011112488906068286,0.00010899075553285047,0.00010702850927170889,0.00010521818797619466,0.00010354280526408659
4832,2016-07-21,9,2016-07-21 08:00:00,1.4312237977489563e-05,0.00013910939280045237,0.00013741226431988025,0.00013741226431988025,0.00013308585644389217,0.00012921892797161444,0.00012574197237845804,0.00012259882938666562,0.00011974362835566032,0.00011713853492368128,0.00011475206496538618,0.00011255780594085946,0.00011053343523946543,0.0001086599580371491
4833,2016-07-21,10,2016-07-21 09:00:00,1.1527013231408055e-05,0.00011654036190247379,0.00014213540929545687,0.00014213540929545687,0.0001375441291202283,0.0001334404586983218,0.00012975063616133708,0.00012641506297457895,0.0001233850601949744,0.0001206204771571045,0.00011808790220754627,0.00011575930577202757,0.00011361099860011043,0.00011162282296242322
4834,2016-07-21,11,2016-07-21 10:00:00,8.38808420557133e-06,9.512738586937438e-05,0.00014568554569408557,0.00014568554569408557,0.00014089517512561593,0.00013661355839530574,0.00013276373511956376,0.00012928352240916712,0.00012612213046970088,0.00012323766759371376,0.00012059527330763575,0.0001181657025986348,0.00011592423898595694,0.00011384985064627105
4835,2016-07-21,12,2016-07-21 11:00:00,6.952022673923647e-06,8.504605060854643e-05,0.00014794645900550546,0.00014794645900550546,0.00014302929721841435,0.00013863435493319213,0.00013468263478378834,0.00013111030802828683,0.00012786524057127642,0.00012490443191830037,0.0001221920989110271,0.00011969822248151492,0.0001173974319547946,0.00011526813883859432
4836,2016-07-21,13,2016-07-21 12:00:00,6.580028310573116e-06,7.930974450230386e-05,0.0001493450800602174,0.0001493450800602174,0.00014434948409919278,0.00013988443761920276,0.00013586968315875623,0.00013224037383684328,0.00012894354396151726,0.00012593550713283196,0.00012317990941146758,0.00012064625289211688,0.00011830876220945879,0.00011614550451087078
4837,2016-07-21,14,2016-07-21 13:00:00,6.133674677689215e-06,7.704855021377942e-05,0.0001483381246588143,0.0001483381246588143,0.0001433989984004521,0.00013898442434638803,0.00013501505225721667,0.0001314267682743979,0.00012816720542471619,0.00012519317113479476,0.00012246872240650284,0.00011996370607971626,0.00011765263815119117,0.00011551383369501395
4838,2016-07-21,15,2016-07-21 14:00:00,2.998539343007413e-06,7.340347925276086e-05,0.00014889130112313989,0.00014889130112313989,0.0001439211529243652,0.0001394788515667078,0.0001354845484233411,0.00013187372694581674,0.00012859369125150542,0.00012560097748070008,0.00012285941688247714,0.00012033866690905821,0.00011801308349584664,0.00011586084551703351
4839,2016-07-21,16,2016-07-21 15:00:00,2.6784285112300887e-06,7.683704625199286e-05,0.00015109291320415885,0.00015109291320415885,0.0001459992983032835,0.00014144664283214061,0.00013735311459194005,0.0001336525943364569,0.000130291077130176,0.00012722401939922395,0.00012441435390107974,0.00012183098432889005,0.00011944762957707733,0.00011724192644697446
4840,2016-07-21,17,2016-07-21 16:00:00,2.7747217264735415e-06,8.838222809281934e-05,0.0001514725771634414,0.0001514725771634414,0.0001463576708420499,0.00014178598517251395,0.00013767534589568162,0.00013395935738544788,0.0001305837889644984,0.00012750391086585703,0.00012468250090512677,0.00012208833279221882,0.00011969501556596553,0.00011748009254904539
4841,2016-07-21,18,2016-07-21 17:00:00,4.8137721877121815e-06,0.00010538856161691221,0.00014749316105567098,0.00014749316105567098,0.0001548200572395145,0.00016136881183659608,0.00016725713614561025,0.0001725801392123469,0.00017741550428605735,0.00018182730494666053,0.0001858688604660407,0.00018958490124028156,0.00019301323125258795,0.00019618601878386853
4842,2016-07-21,19,2016-07-21 18:00:00,6.27863391922551e-06,0.00011147770349114884,0.00014329263600229033,0.00014329263600229033,0.00015085509614503397,0.00015761439699799889,0.0001636920343463568,0.00016918617504684387,0.0001741769999101993,0.0001787306425190727,0.0001829021363908427,0.0001867376500297523,0.00019027620283897724,0.00019355099732830177
4843,2016-07-21,20,2016-07-21 19:00:00,9.392302765165456e-06,0.00010997990668729222,0.00013934972414448852,0.00013934972414448852,0.00014141393984005803,0.00014325892872573887,0.00014491785375405752,0.00014641751011634525,0.00014777978361231358,0.00014902272577238166,0.00015016135830221282,0.00015120828315266706,0.00015217415088757504,0.0001530680243172571
4844,2016-07-21,21,2016-07-21 20:00:00,7.575508592363633e-06,0.00010670373430420378,0.0001395251010634288,0.0001395251010634288,0.0001415794816834303,0.0001434156800124112,0.00014506670099608465,0.0001465592121585365,0.00014791499502331455,0.00014915201511327283,0.0001502852225622856,0.00015132715927848605,0.00015228842508047496,0.00015317803959828653
4845,2016-07-21,22,2016-07-21 21:00:00,1.1322529359751296e-05,8.564553045190039e-05,0.0001338852273072021,0.0001338852273072021,0.0001362558900521357,0.00013837478025604603,0.00014027998414036587,0.00014200227482728814,0.00014356678721435805,0.0001449942527061209,0.0001463019230839956,0.00014750427114531694,0.00014861352860353428,0.00014964010370563312
4846,2016-07-21,23,2016-07-21 22:00:00,8.122721658638447e-06,6.331281526269642e-05,0.000124079050898701,0.000124079050898701,0.0001269996405473203,0.0001296100535254323,0.00013195721098380357,0.00013407902454116785,0.000136006459682492,0.0001377650569135463,0.00013937606994253535,0.0001408573288476399,0.00014222390275489303,0.0001434886143310663
4847,2016-07-21,24,2016-07-21 23:00:00,1.2511755727787139e-05,5.674209276767007e-05,0.00011461719210795024,0.00011461719210795024,0.00011806839945006705,0.00012115307669675806,0.00012392666971324523,0.00012643397796561833,0.00012871159280080638,0.00013078969496709673,0.00013269339958254012,0.00013444377612423938,0.00013605863150266848,0.0001375531180285016
4848,2016-07-22,1,2016-07-22 00:00:00,1.1563505669800135e-05,5.120189377316308e-05,0.00010869060787278824,0.00010869060787278824,0.00010909455236245213,0.00010945559655733038,0.00010978023008540262,0.00011007369647325914,0.00011034027853311494,0.0001105835087525189,0.00011080632671537257,0.00011101119848596361,0.00011120020826342905,0.00011137512954086725
4849,2016-07-22,2,2016-07-22 01:00:00,1.2312240997260815e-05,4.048332842856802e-05,0.00010572784859702385,0.00010572784859702385,0.0001062979435786853,0.00010680749251158284,0.0001072656543381918,0.00010767982935303732,0.00010805606197512659,0.00010839933767517632,0.00010871380514706236,0.00010900294479690691,0.00010926969809686562,0.00010951656801341358
4850,2016-07-22,3,2016-07-22 02:00:00,9.904019524863187e-06,3.6938536450665374e-05,0.00010485829473485632,0.00010485829473485632,0.00010547715398947077,0.00010603028826173462,0.00010652763992352562,0.00010697724226912118,0.0001073856567396174,0.00010775829524845136,0.0001080996613567527,0.0001084135331744993,0.00010870310377885245,0.00010897109023278748
4851,2016-07-22,4,2016-07-22 03:00:00,1.0576737473905401e-05,4.1144745360709864e-05,0.00010525383610166633,0.00010525383610166633,0.0001058505135363677,0.00010638382177432143,0.00010686334682220455,0.00010729683403630916,0.00010769060967549293,0.00010804989167356292,0.00010837902217016043,0.00010868164385617653,0.00010896083535906195,0.0001092192163538946
4852,2016-07-22,5,2016-07-22 04:00:00,1.3820663313994358e-05,5.815891097961203e-05,0.00010749581409845326,0.00010749581409845326,0.00010796676112477864,0.00010838769195636745,0.0001087661726600363,0.00010910831650955998,0.00010941911671001634,0.00010970269168497408,0.00010996246860903889,0.0001102013225941945,0.00011042168354705173,0.00011062561913116903
4853,2016-07-22,6,2016-07-22 05:00:00,1.585262401331408e-05,0.00010586849326721274,0.00011350993187000903,0.00011350993187000903,0.00011052395834146224,0.0001078551054764586,0.00010545540169015606,0.00010328608662811144,0.00010131550157426601,9.951753424195478e-05,9.787045511155406e-05,9.635603493901882e-05,9.495886724249235e-05,9.366584229135439e-05
4854,2016-07-22,7,2016-07-22 06:00:00,2.724392641976194e-05,0.00017331580055296098,0.00011791582068683216,0.00011791582068683216,0.00011468276539668643,0.00011179307170338035,0.00010919479849468785,0.00010684597809481328,0.00010471233210897035,0.00010276558752477876,0.00010098221675979333,9.934248214610394e-05,9.78297023544244e-05,9.642968285706418e-05
4855,2016-07-22,8,2016-07-22 07:00:00,1.3941955559360546e-05,0.00018606577787055095,0.00012895844507409748,0.00012895844507409748,0.0001251061233150569,0.00012166293138276434,0.00011856697925095677,0.00011576826066359002,0.00011322593146730155,0.00011090630317519221,0.00010878134168030836,0.00010682752871873572,0.00010502498778295687,0.00010335680549445701
4856,2016-07-22,9,2016-07-22 08:00:00,9.325049656390314e-06,0.00014172667058842117,0.00013564316253072617,0.00013564316253072617,0.00013141596525718767,0.00012763771087999316,0.00012424048675667852,0.000121169420443447,0.00011837969317786565,0.0001158343381931695,0.00011350259333918192,0.00011135865175258379,0.00010938070271151937,0.00010755018696989867
4857,2016-07-22,10,2016-07-22 09:00:00,9.3017772407069e-06,0.0001198128147569513,0.00013854092970511325,0.00013854092970511325,0.00013415122667362906,0.00013022772520916918,0.00012669990190977004,0.0001235107748752996,0.00012061380237974212,0.00011797059654630084,0.00011554921263827495,0.00011332285170146047,0.00011126886454641726,0.0001093679784556563
4858,2016-07-22,11,2016-07-22 10:00:00,7.254270066517295e-06,9.7236683692631e-05,0.000141577119907506,0.000141577119907506,0.00013701714840363787,0.00013294146156445942,0.00012927680051550848,0.00012596397313399796,0.00012295463242632706,0.00012020890152086418,0.00011769359660357697,0.00011538087923832807,0.00011324722171545429,0.00011127260376435374
4859,2016-07-22,12,2016-07-22 11:00:00,7.829820112058675e-06,8.444089190027356e-05,0.0001428106256328642,0.0001428106256328642,0.00013818147956431694,0.00013404396473725973,0.0001303237109433667,0.00012696062811798364,0.00012390563584576946,0.00012111825232472547,0.00011856479034383798,0.00011621698915913291,0.00011405096414663908,0.00011204639132914097
4860,2016-07-22,13,2016-07-22 12:00:00,5.796167869983116e-06,7.861308057637547e-05,0.00014363061988218395,0.00014363061988218395,0.00013895548882623862,0.0001347768727756805,0.00013101966274379096,0.00012762317174354063,0.00012453783180481112,0.00012172275898768727,0.00011914393143931196,0.00011677280767927807,0.00011458526581865965,0.00011256077998602091
4861,2016-07-22,14,2016-07-22 13:00:00,6.431180563181528e-06,7.468922903772051e-05,0.0001433338254856296,0.0001433338254856296,0.00013867533855444088,0.00013451159896531737,0.00013076776513010747,0.00012738336611599967,0.00012430901042182762,0.00012150395966025826,0.00011893431310102042,0.00011657163087539554,0.00011439187697177826,0.0001123745985937249
4862,2016-07-22,15,2016-07-22 14:00:00,4.725978206387901e-06,7.240500436141932e-05,0.00014344443274215987,0.00014344443274215987,0.00013877974299515637,0.0001346104593506017,0.00013086164056811948,0.00012747273519732584,0.00012439428597184167,0.00012158550026081728,0.00011901243219486462,0.0001166466040373329,0.00011446394777245858,0.00011244398337072176
4863,2016-07-22,16,2016-07-22 15:00:00,5.9285333044099315e-06,7.64201375337822e-05,0.00014343598882236521,0.00014343598882236521,0.00013877177153189638,0.00013460291016736666,0.00013085447107871772,0.0001274659089484341,0.00012438777151934627,0.00012157927029222874,0.00011900646283585313,0.00011664087429789602,0.00011445843910028901,0.00011243867928780318
4864,2016-07-22,17,2016-07-22 16:00:00,4.98650847701974e-06,8.742955288967802e-05,0.00014331113188791614,0.00014331113188791614,0.00013865391653015838,0.00013449131346899199,0.00013074850154491018,0.00012736502633115421,0.00012429150980838608,0.00012148722470916025,0.00011891827955669678,0.00011655624224517989,0.0001143770833238371,0.00011236035557898852
4865,2016-07-22,18,2016-07-22 17:00:00,7.230363712693555e-06,9.801710032301398e-05,0.0001397594554229586,0.0001397594554229586,0.0001475200550825959,0.0001544564523539572,0.00016069332626096513,0.0001663314156717386,0.00017145300216671398,0.00017612595205517603,0.00018040674075493534,0.00018434274640373438,0.0001879740107289063,0.00019133460615943158
4866,2016-07-22,19,2016-07-22 18:00:00,6.5042107399717835e-06,0.00011065530753335484,0.00013576762162633305,0.00013576762162633305,0.00014375208191302403,0.00015088856504253575,0.00015730534650371618,0.00016310607105690593,0.00016837539375972075,0.00017318313857874243,0.00017758741000981648,0.00018163695285049124,0.0001853729638633526,0.00018883049832350778
4867,2016-07-22,20,2016-07-22 19:00:00,1.013891493042927e-05,0.0001091660766203931,0.00013230810102412533,0.00013230810102412533,0.00013476720845304624,0.00013696515021116402,0.00013894143344063328,0.0001407279793472677,0.0001423508605613521,0.0001438315819346576,0.00014518803887805193,0.00014643524413998253,0.00014758588577465525,0.00014865076033992674
4868,2016-07-22,21,2016-07-22 20:00:00,7.65437711142451e-06,0.00010098591269278109,0.00013293937868183637,0.00013293937868183637,0.00013536308428305102,0.00013752938400938354,0.0001394772162498616,0.0001412380426659068,0.00014283756054073524,0.00014429696513774937,0.00014563389424171862,0.00014686314447440648,0.00014799722123012222,0.00014904676563720496
4869,2016-07-22,22,2016-07-22 21:00:00,1.1428948602131071e-05,8.823520558372624e-05,0.00012767808956671322,0.00012767808956671322,0.00013039684640012543,0.00013282686190251724,0.00013501181465069197,0.00013698699630999763,0.00013878123243759306,0.00014041829851478365,0.0001419179794724802,0.00014329687320793175,0.00014456900746700636,0.00014574631878208345
4870,2016-07-22,23,2016-07-22 22:00:00,8.258060816443442e-06,6.600741357864066e-05,0.00011982937057787563,0.00011982937057787563,0.00012298828079540286,0.00012581170387793758,0.00012835038974943596,0.00013064534362260827,0.00013273005777080378,0.0001346321568090301,0.00013637462875138216,0.00013797675861318938,0.00013945484516350934,0.00014082275740071365
4871,2016-07-22,24,2016-07-22 23:00:00,1.2448543495588988e-05,5.7230370282992e-05,0.00011140000983207328,0.00011140000983207328,0.00011503163561802228,0.00011827757024898596,0.00012119615812850314,0.00012383454070016744,0.0001262312221933331,0.00012841796111244644,0.00013042118551623836,0.00013226306632889808,0.00013396234135109493,0.00013553495500943282
4872,2016-07-23,1,2016-07-23 00:00:00,2.065436361669836e-05,5.170890939617371e-05,0.0001033488852107604,0.0001033488852107604,0.00010405239161747587,0.00010468118322301458,0.00010524656231018447,0.00010575766096184448,0.00010622193808858537,0.00010664554584171964,0.00010703360377643555,0.00010739040677004956,0.00010771958464666678,0.00010802422610730667
4873,2016-07-23,2,2016-07-23 01:00:00,2.20705348540873e-05,3.9543395957267636e-05,0.0001013725110617766,0.0001013725110617766,0.00010218685183155054,0.00010291470680940701,0.00010356915890346762,0.00010416077891637757,0.00010469820087752754,0.00010518854618281071,0.00010563774095098466,0.00010605075669853672,0.00010643179511251303,0.00010678443150529412
4874,2016-07-23,3,2016-07-23 02:00:00,1.991800493507383e-05,3.716817342656095e-05,9.962885547033185e-05,9.962885547033185e-05,0.00010054097982879038,0.0001013562334417373,0.0001020892701735254,0.00010275193013696615,0.00010335388410971336,0.00010390310860344553,0.00010440624132742463,0.00010486885076287482,0.00010529564312277678,0.00010569062303226094
4875,2016-07-23,4,2016-07-23 03:00:00,2.7122941321978297e-05,4.0878430902615277e-05,9.809292585054816e-05,9.809292585054816e-05,9.909118459869139e-05,9.998342483274786e-05,0.00010078568422142864,0.00010151092097167499,0.00010216971909903779,0.00010277080835893789,0.00010332145327761768,0.00010382774818316346,0.00010429484370907708,0.000104727122648157
